,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
17585,D. Valdelamar,21,Colombia,53,63,90000,1000,Right,B,C,CM,2019,5.9,152,144000,1.75,68.9
17586,E. Erhahon,17,Scotland,53,74,120000,1000,Left,B,C,LB,2021,5.8,141,330000,1.73,64.0
17587,K. Jaksik,18,Poland,53,65,80000,1000,Right,B,C,RB,2019,6.1,159,124000,1.85,72.1
17588,Lucas Ribeiro,19,Brazil,53,71,130000,1000,Left,B,C,LM,2019,5.8,132,309000,1.73,59.9
17589,G. Comerford,24,Republic of Ireland,53,58,70000,1000,Left,B,C,LB,2019,5.11,176,195000,1.8,79.8
17590,B. Yáñez,17,Chile,53,71,120000,1000,Left,B,C,LW,2021,5.5,143,237000,1.65,64.9
17591,H. Stenevik,18,Norway,53,72,120000,1000,Right,B,C,LW,2018,6.1,154,225000,1.85,69.9
17592,M. Kennedy,21,Northern Ireland,53,63,100000,1000,Right,B,C,RM,2018,5.11,168,195000,1.8,76.2
17593,S. Sinyan,21,Norway,53,62,90000,1000,Right,C,C,CM,2020,6.2,176,131000,1.88,79.8
17594,K. Yoshio,20,Japan,53,60,80000,1000,Left,B,C,CAM,2021,5.6,139,116000,1.68,63.0
17595,R. Rode,29,Latvia,53,54,50000,1000,Left,C,C,CB,2019,6.2,190,81000,1.88,86.2
17596,A. Bahtijar,19,Sweden,53,65,100000,1000,Right,B,C,CM,2018,5.9,157,145000,1.75,71.2
17597,N. Kastenhofer,19,Germany,53,68,110000,1000,Right,B,C,CB,2020,6.1,165,228000,1.85,74.8
17598,S. Heil,19,Germany,53,64,90000,1000,Right,B,C,CB,2019,6.0,159,158000,1.83,72.1
17599,M. Schragl,19,Austria,53,68,100000,1000,Right,B,D,GK,2019,6.2,183,208000,1.88,83.0
17600,P. Selkos,18,Greece,53,71,120000,1000,Left,A,C,ST,2020,6.0,154,261000,1.83,69.9
17601,J. Hanek,19,Germany,53,64,100000,1000,Right,B,C,CM,2020,5.10,148,165000,1.78,67.1
17602,B. Manosalva,20,Chile,53,62,70000,1000,Right,C,D,GK,2021,6.1,172,109000,1.85,78.0
17603,M. Christiansen,17,Norway,53,63,60000,1000,Right,D,D,GK,2021,6.6,176,87000,1.98,79.8
17604,S. Hausner,18,Denmark,53,67,110000,1000,Left,B,C,CB,2020,6.2,172,206000,1.88,78.0
17605,L. Pelletier,18,France,53,68,100000,1000,Right,C,D,GK,2021,6.1,165,263000,1.85,74.8
17606,T. Herbots,17,Belgium,53,73,100000,1000,Right,B,D,GK,2020,6.1,154,250000,1.85,69.9
17607,R. Miura,26,Japan,53,56,50000,1000,Right,B,D,GK,2021,5.11,165,66000,1.8,74.8
17608,M. Matsumoto,23,Japan,53,61,90000,1000,Right,B,C,CM,2021,5.9,152,131000,1.75,68.9
17609,S. Jamieson,19,Scotland,53,70,130000,1000,Left,B,C,ST,2019,5.9,157,309000,1.75,71.2
17610,T. Nishiyama,18,Japan,53,67,110000,1000,Right,C,C,CB,2021,5.11,152,206000,1.8,68.9
17611,Felipe Ferreyra,20,Brazil,53,67,130000,1000,Right,A,C,ST,2022,5.9,159,257000,1.75,72.1
17612,Y. Kaiser,20,Switzerland,53,62,80000,2000,Right,B,C,CB,2020,6.0,168,136000,1.83,76.2
17613,T. Hara,19,Japan,53,68,130000,1000,Right,B,C,ST,2021,6.2,168,244000,1.88,76.2
17614,A. Ocejo,20,Mexico,53,62,90000,2000,Left,B,C,LM,2021,5.11,157,171000,1.8,71.2
17615,N. Ochojski,19,Germany,53,65,90000,1000,Right,B,C,CDM,2019,6.0,159,149000,1.83,72.1
17616,K. Krygård,18,Norway,53,62,90000,1000,Right,C,C,ST,2019,5.9,165,131000,1.75,74.8
17617,Cui Jingming,21,China PR,53,62,90000,1000,Right,B,C,CM,2018,6.0,161,212000,1.83,73.0
17618,B. Servania,19,United States,53,70,130000,1000,Right,B,C,CAM,2018,5.10,161,276000,1.78,73.0
17619,L. Langhans,19,Germany,53,66,110000,1000,Right,B,C,RM,2020,5.6,128,228000,1.68,58.1
17620,C. Farren,19,Northern Ireland,53,64,100000,1000,Right,A,C,ST,2018,6.0,165,175000,1.83,74.8
17621,K. Yao,19,England,53,70,110000,1000,Right,B,C,CB,2019,6.1,172,261000,1.85,78.0
17622,D. Karimani,19,Kosovo,53,68,130000,1000,Left,B,C,CAM,2019,5.9,154,283000,1.75,69.9
17623,T. Mannek,21,Germany,53,62,90000,2000,Right,B,C,ST,2019,6.3,187,158000,1.91,84.8
17624,M. Twarowski,17,Poland,53,72,120000,1000,Right,C,C,ST,2021,6.2,172,237000,1.88,78.0
17625,H. Fossdal,19,Norway,53,67,100000,1000,Right,B,D,GK,2019,6.0,163,188000,1.83,73.9
17626,M. Muheim,20,Switzerland,53,67,130000,2000,Left,B,C,LM,2019,6.0,170,270000,1.83,77.1
17627,K. Al Mozaibri,21,Saudi Arabia,53,63,70000,1000,Right,B,D,GK,2022,6.4,212,130000,1.93,96.2
17628,A. Papadopoulos,18,Germany,53,73,110000,1000,Right,B,C,CB,2020,6.1,172,270000,1.85,78.0
17629,P. Buch Christiansen,18,Denmark,53,70,120000,1000,Right,B,C,ST,2022,5.9,161,225000,1.75,73.0
17630,Sun Kai,27,China PR,53,53,50000,2000,Left,B,C,LB,2020,5.11,170,108000,1.8,77.1
17631,K. Shibato,22,Japan,53,62,80000,1000,Right,C,C,CDM,2021,5.11,154,120000,1.8,69.9
17632,L. McCarron,17,England,53,63,80000,1000,Right,B,C,RW,2020,5.9,134,156000,1.75,60.8
17633,H. Hernández,17,Colombia,53,71,120000,1000,Right,B,C,CM,2021,5.9,150,237000,1.75,68.0
17635,M. Bildøy,18,Norway,53,69,120000,1000,Right,C,C,RW,2019,5.7,148,225000,1.7,67.1
17636,Wang Min,23,China PR,53,60,60000,1000,Right,C,D,GK,2021,6.4,187,141000,1.93,84.8
17637,Li Fang,25,China PR,53,56,60000,1000,Right,B,C,RB,2020,5.9,148,134000,1.75,67.1
17638,E. Alarcón,25,Argentina,53,57,50000,2000,Right,B,D,GK,2019,6.0,165,76000,1.83,74.8
17639,P. Ouaneh,20,France,53,64,90000,1000,Left,C,C,CB,2019,6.1,176,176000,1.85,79.8
17640,Zhong Yihao,22,China PR,53,58,80000,2000,Right,B,C,RW,2019,5.10,165,182000,1.78,74.8
17641,S. Arango,22,Colombia,53,63,70000,1000,Right,B,D,GK,2023,5.11,154,109000,1.8,69.9
17642,L. Ranger,19,Norway,53,67,110000,1000,Right,C,C,RB,2019,5.9,143,206000,1.75,64.9
17643,L. Moser,18,Germany,53,71,100000,1000,Right,B,D,GK,2021,6.5,194,223000,1.96,88.0
17644,J. Campaz,18,Colombia,53,75,130000,1000,Left,C,C,LM,2021,5.7,150,312000,1.7,68.0
17645,M. Ramkilde,20,Denmark,53,65,110000,2000,Right,C,C,ST,2019,6.2,163,160000,1.88,73.9
17646,Chen Weiming,21,China PR,53,62,80000,1000,Right,B,C,RB,2018,5.10,141,188000,1.78,64.0
17647,H. Al Ruwaili,23,Saudi Arabia,53,60,70000,2000,Right,B,C,RB,2020,5.11,154,148000,1.8,69.9
17648,K. Laskoś,18,Poland,53,71,110000,1000,Right,B,C,CB,2019,6.0,163,217000,1.83,73.9
17649,J. Nahr,18,Germany,53,67,120000,1000,Right,B,C,ST,2020,5.9,154,249000,1.75,69.9
17650,R. Ogle,19,Australia,53,64,90000,1000,Right,B,C,RB,2019,5.8,146,176000,1.73,66.2
17651,S. Fukahori,20,Japan,53,63,100000,1000,Right,B,B,ST,2019,5.10,150,145000,1.78,68.0
17652,A. Yusuf,17,Nigeria,53,69,120000,1000,Right,B,C,CM,2020,5.9,146,225000,1.75,66.2
17653,M. Bazi,20,Sweden,53,70,130000,1000,Right,C,C,CM,2018,6.0,154,244000,1.83,69.9
17654,L. Sedlak,18,Germany,53,66,80000,1000,Right,B,D,GK,2019,6.2,174,166000,1.88,78.9
17655,A. Bates,17,England,53,72,120000,1000,Right,B,C,CM,2019,5.9,141,285000,1.75,64.0
17656,Wen Junjie,21,China PR,53,64,90000,2000,Right,B,C,CB,2021,6.0,159,212000,1.83,72.1
17657,J. McCombe,35,England,53,53,10000,2000,Right,C,C,CB,2023,6.5,174,18000,1.96,78.9
17658,S. Warde,20,Republic of Ireland,53,65,100000,2000,Right,B,C,CM,2019,6.1,176,195000,1.85,79.8
17659,R. Stewart,23,Scotland,53,62,70000,1000,Right,C,D,GK,2020,6.2,157,137000,1.88,71.2
17660,Y. Mustafa,19,Australia,53,65,100000,1000,Right,B,C,ST,2019,5.9,154,145000,1.75,69.9
17661,Wen Zhixiang,25,China PR,53,56,50000,1000,Right,B,D,GK,2019,6.4,212,111000,1.93,96.2
17662,Choi Beom Kyung,21,Korea Republic,53,64,100000,1000,Right,B,C,CM,2021,5.9,161,145000,1.75,73.0
17663,E. Hodge,22,England,53,63,100000,2000,Right,B,C,LW,2018,5.10,150,195000,1.78,68.0
17664,G. Vannucchi,22,Italy,53,60,60000,1000,Right,C,D,GK,2021,5.10,170,108000,1.78,77.1
17665,J. Smylie,18,Australia,53,65,100000,1000,Right,B,C,ST,2021,5.11,168,145000,1.8,76.2
17666,J. Gibson,20,England,53,67,130000,1000,Right,B,C,LW,2020,5.10,176,309000,1.78,79.8
17667,Shi Xiaodong,21,China PR,53,63,70000,1000,Right,C,D,GK,2020,6.1,165,168000,1.85,74.8
17668,S. Strózik,19,Poland,53,69,130000,1000,Right,B,C,RM,2021,5.10,168,257000,1.78,76.2
17669,Chen Wei,20,China PR,53,65,80000,1000,Right,C,D,GK,2019,6.2,179,192000,1.88,81.2
17670,A. Al Hassan,22,Saudi Arabia,53,62,80000,3000,Right,C,C,CDM,2021,6.0,148,148000,1.83,67.1
17671,I. Al Otaibi,21,Saudi Arabia,53,65,100000,2000,Right,B,B,CM,2021,5.8,132,185000,1.73,59.9
17673,Yu Hao,20,China PR,53,63,80000,2000,Right,C,C,CB,2019,6.1,148,192000,1.85,67.1
17674,Jeong Chung Yeob,20,Korea Republic,53,68,130000,1000,Right,C,C,LW,2021,6.0,157,244000,1.83,71.2
17675,M. Al Nakhli,22,Saudi Arabia,53,65,110000,3000,Left,B,B,RM,2021,5.8,139,204000,1.73,63.0
17676,Liu Yu,23,China PR,53,58,60000,1000,Right,C,D,GK,2021,6.1,165,134000,1.85,74.8
17677,D. Revan,17,England,53,72,110000,1000,Left,B,C,CB,2020,6.4,179,278000,1.93,81.2
17678,W. Longbottom,19,England,53,60,80000,1000,Left,B,C,ST,2020,5.9,137,156000,1.75,62.1
17679,R. Treacy,19,Republic of Ireland,53,62,70000,1000,Right,D,D,GK,2018,6.2,176,123000,1.88,79.8
17680,J. Bartels,19,Germany,53,66,90000,1000,Right,C,D,GK,2020,6.2,176,191000,1.88,79.8
17681,M. Hayashi,21,Japan,53,64,80000,1000,Right,B,D,GK,2021,5.11,165,116000,1.8,74.8
17682,A. Rose,19,Jamaica,53,64,100000,1000,Left,C,C,ST,2020,5.9,150,195000,1.75,68.0
17683,D. Valencia,18,Chile,53,74,140000,1000,Right,B,C,ST,2021,5.11,150,336000,1.8,68.0
17684,D. Dumont,18,France,53,66,90000,1000,Right,B,C,CB,2019,5.9,143,214000,1.75,64.9
17685,Lee Yunoh,19,Korea Republic,53,58,50000,1000,Right,C,D,GK,2021,6.3,194,66000,1.91,88.0
17686,J. Borquez,18,Chile,53,74,110000,1000,Right,B,D,GK,2021,5.9,181,259000,1.75,82.1
17687,S. Byrne,23,Republic of Ireland,53,61,90000,1000,Right,B,C,ST,2019,6.0,165,228000,1.83,74.8
17688,J. Anziani,19,France,53,66,110000,1000,Right,B,C,CM,2020,5.9,150,261000,1.75,68.0
17689,M. Urwin,24,England,53,58,60000,1000,Right,C,D,GK,2019,6.1,168,110000,1.85,76.2
17690,A. Ben Lamin,17,Sweden,53,67,110000,1000,Right,C,C,CB,2018,6.0,154,212000,1.83,69.9
17691,J. Hoormann,19,Germany,53,63,80000,1000,Right,B,C,CB,2019,6.1,165,132000,1.85,74.8
17692,B. Williams,19,Wales,53,71,110000,1000,Left,B,C,LB,2021,5.10,165,261000,1.78,74.8
17693,A. Jarvis,20,England,53,66,120000,1000,Right,B,C,ST,2019,6.2,176,285000,1.88,79.8
17694,M. Casey,18,England,53,73,110000,1000,Right,B,C,CB,2019,6.8,176,303000,2.03,79.8
17695,Sun Weizhe,21,China PR,53,58,70000,1000,Right,B,C,CDM,2020,5.11,159,156000,1.8,72.1
17696,W. Al Enezi,19,Saudi Arabia,53,68,110000,1000,Right,B,C,RB,2021,5.9,146,250000,1.75,66.2
17697,F. Langsdorf,22,United States,53,60,80000,1000,Right,B,C,ST,2019,5.10,165,136000,1.78,74.8
17698,K. McClean,19,Northern Ireland,53,70,130000,1000,Right,B,C,CM,2019,6.0,152,309000,1.83,68.9
17699,Zhao Mingyu,21,China PR,53,65,110000,1000,Right,B,C,ST,2020,5.11,154,259000,1.8,69.9
17700,L. Coddington,23,England,53,63,70000,1000,Right,B,D,GK,2019,5.11,165,137000,1.8,74.8
17701,J. McGuire,23,United States,53,61,70000,1000,Right,C,D,GK,2021,6.3,174,119000,1.91,78.9
17702,Yan Hao,19,China PR,53,69,130000,1000,Right,B,C,ST,2019,6.1,165,361000,1.85,74.8
17703,M. Ozga,18,Poland,53,68,110000,1000,Right,C,C,CB,2021,5.11,154,217000,1.8,69.9
17704,F. Nicastro,36,Italy,53,53,10000,1000,Right,C,D,GK,2021,6.0,172,15000,1.83,78.0
17705,P. Kekeris,18,Australia,53,70,120000,1000,Right,B,B,LW,2019,5.8,143,225000,1.73,64.9
17706,M. O'Connor,22,Republic of Ireland,53,61,70000,1000,Right,B,D,GK,2018,6.0,159,123000,1.83,72.1
17707,G. Henriksson,20,Sweden,53,61,80000,1000,Right,C,C,CB,2020,6.1,174,116000,1.85,78.9
17708,J. Doyle-Hayes,19,Republic of Ireland,53,72,130000,1000,Right,B,C,CM,2020,5.9,150,328000,1.75,68.0
17709,S. Gustafsson,18,Sweden,53,69,100000,1000,Right,C,D,GK,2019,6.2,170,188000,1.88,77.1
17710,J. Brady,21,Republic of Ireland,53,67,110000,1000,Right,C,D,GK,2018,6.0,163,140000,1.83,73.9
17711,E. Dubickas,19,Lithuania,53,68,130000,1000,Right,B,C,CF,2020,6.0,170,283000,1.83,77.1
17712,K. Broda,16,Poland,53,74,110000,1000,Right,C,D,GK,2021,6.3,187,259000,1.91,84.8
17713,L. Brook,17,Australia,53,75,130000,1000,Left,B,B,CAM,2019,5.10,152,293000,1.78,68.9
17714,D. Gibbons,20,Republic of Ireland,53,62,80000,1000,Right,C,C,CB,2018,6.4,185,140000,1.93,83.9
17715,D. Palacios,21,Colombia,53,63,80000,1000,Left,C,C,LB,2021,5.8,141,124000,1.73,64.0
17716,M. Knox,18,Scotland,53,75,140000,1000,Right,B,C,ST,2019,5.8,146,385000,1.73,66.2
17717,D. Makoma,19,France,53,64,100000,1000,Right,B,C,CM,2021,6.1,172,195000,1.85,78.0
17718,W. Długosz,18,Poland,53,63,90000,1000,Right,B,C,CAM,2021,6.0,146,140000,1.83,66.2
17719,J. Giraldo,20,Colombia,53,64,90000,1000,Left,B,C,CB,2019,6.3,181,140000,1.91,82.1
17720,L. Demaj,20,Germany,53,63,100000,1000,Right,B,B,RM,2019,5.11,176,165000,1.8,79.8
17721,J. King,17,Australia,53,69,100000,1000,Left,B,C,LB,2019,5.10,150,188000,1.78,68.0
17722,A. Al Meqran,21,Saudi Arabia,53,62,90000,2000,Right,B,C,ST,2019,5.9,157,167000,1.75,71.2
17723,L. Soldini,17,Switzerland,53,71,100000,1000,Right,C,D,GK,2021,5.10,165,208000,1.78,74.8
17724,M. Al Shudukhi,19,Saudi Arabia,53,71,130000,1000,Right,B,C,RM,2019,5.7,119,296000,1.7,54.0
17725,J. Skotadis,18,Australia,53,68,120000,1000,Right,B,C,RW,2019,5.8,143,225000,1.73,64.9
17727,M. Bustgaard Larsen,18,Norway,53,70,120000,1000,Left,B,C,LW,2020,5.9,143,225000,1.75,64.9
17728,D. Walters,19,England,53,64,100000,1000,Right,B,B,LM,2020,5.10,165,195000,1.78,74.8
17729,C. McLennan,18,Scotland,53,73,120000,1000,Right,B,B,RM,2021,6.0,152,523000,1.83,68.9
17730,A. Klimczak,20,Poland,53,58,70000,1000,Left,B,C,LB,2020,6.0,150,100000,1.83,68.0
17731,A. Al Sabahi,21,Saudi Arabia,52,62,80000,2000,Right,B,B,CM,2021,5.9,148,148000,1.75,67.1
17732,G. Nyberg,20,Sweden,52,60,60000,1000,Right,B,D,GK,2020,6.3,201,87000,1.91,91.2
17733,K. Høgh,17,Denmark,52,66,100000,1000,Right,B,C,ST,2020,5.10,134,188000,1.78,60.8
17734,B. Grøtterud,19,Norway,52,60,50000,1000,Right,D,D,GK,2021,6.1,165,73000,1.85,74.8
17735,R. Campbell,17,England,52,72,100000,2000,Right,C,C,ST,2020,6.1,172,275000,1.85,78.0
17736,O. Kåhed,19,Sweden,52,64,80000,1000,Right,C,C,RWB,2018,5.7,141,116000,1.7,64.0
17737,Feng Boxuan,21,China PR,52,62,80000,2000,Right,B,C,RM,2018,5.10,139,192000,1.78,63.0
17738,R. Yamamoto,17,Japan,52,68,100000,1000,Right,B,C,CF,2021,5.8,143,188000,1.73,64.9
17739,P. Sokół,18,Poland,52,74,100000,1000,Right,B,D,GK,2021,6.4,185,235000,1.93,83.9
17740,R. Najjarine,18,Australia,52,71,100000,1000,Left,B,C,LW,2020,5.9,157,188000,1.75,71.2
17741,P. Durin,17,Croatia,52,74,90000,1000,Right,B,D,GK,2020,6.1,176,248000,1.85,79.8
17742,Xue Yanan,28,China PR,52,52,40000,2000,Right,B,C,RB,2020,6.0,165,86000,1.83,74.8
17743,J. Olstad,16,Norway,52,69,100000,1000,Right,B,C,ST,2019,5.8,150,188000,1.73,68.0
17744,M. Kaufmann,17,Denmark,52,68,100000,1000,Right,B,C,ST,2021,6.3,176,188000,1.91,79.8
17745,E. Bojang,17,Sweden,52,69,80000,1000,Right,B,D,GK,2018,6.1,165,150000,1.85,74.8
17746,O. Sahraoui,17,Norway,52,67,100000,1000,Right,B,C,CM,2021,5.5,117,188000,1.65,53.1
17747,O. Jonsson,21,Sweden,52,60,60000,1000,Right,B,D,GK,2018,6.1,174,87000,1.85,78.9
17748,B. Slisz,19,Poland,52,64,90000,1000,Right,B,C,LDM,2020,5.10,154,186000,1.78,69.9
17749,P. Kirk,20,Republic of Ireland,52,60,60000,1000,Left,C,C,LB,2019,5.10,137,105000,1.78,62.1
17750,J. Skov Hansen,25,Denmark,52,55,60000,2000,Right,B,C,RM,2019,5.9,154,80000,1.75,69.9
17751,E. Ceide,16,Norway,52,75,110000,1000,Right,C,C,RW,2021,5.9,154,253000,1.75,69.9
17753,B. Waine,16,New Zealand,52,66,100000,1000,Right,B,C,ST,2019,5.9,165,188000,1.75,74.8
17754,J. Lambert,19,England,52,66,110000,1000,Right,B,C,RM,2021,5.9,148,261000,1.75,67.1
17755,T. Noda,20,Japan,52,59,70000,1000,Right,B,B,CM,2021,6.0,157,102000,1.83,71.2
17756,S. Noreña,19,Colombia,52,66,100000,1000,Right,B,C,CB,2020,6.0,154,198000,1.83,69.9
17757,L. Smyth,16,Northern Ireland,52,73,110000,1000,Right,B,C,ST,2021,5.10,159,303000,1.78,72.1
17758,G. Newell,21,England,52,62,80000,1000,Right,B,C,ST,2019,6.0,150,156000,1.83,68.0
17759,M. Yıldız,19,Turkey,52,61,60000,1000,Right,C,D,GK,2021,6.2,176,132000,1.88,79.8
17760,A. Scott,18,Northern Ireland,52,68,100000,1000,Right,C,C,ST,2021,5.11,154,238000,1.8,69.9
17761,B. Żynel,20,Poland,52,62,60000,1000,Left,C,D,GK,2021,6.2,172,93000,1.88,78.0
17762,T. Koch,17,Austria,52,73,100000,1000,Right,B,C,CDM,2019,5.11,165,245000,1.8,74.8
17763,A. Romairone,18,Italy,52,71,100000,1000,Right,C,C,ST,2019,6.0,154,218000,1.83,69.9
17764,T. Hama,20,Japan,52,59,60000,1000,Right,C,C,CB,2021,6.0,161,87000,1.83,73.0
17765,A. Georgiou,18,Cyprus,52,65,90000,1000,Left,B,B,ST,2018,5.11,154,214000,1.8,69.9
17766,T. Yasui,19,Japan,52,65,80000,1000,Right,C,C,CDM,2021,5.8,146,150000,1.73,66.2
17767,H. Abdulmajeed,21,Saudi Arabia,52,62,60000,1000,Right,C,D,GK,2021,6.0,165,111000,1.83,74.8
17768,H. Hauso,17,Norway,52,68,90000,1000,Right,B,C,CB,2020,5.9,161,169000,1.75,73.0
17769,J. Stevens,20,England,52,58,50000,1000,Right,B,D,GK,2019,6.2,170,98000,1.88,77.1
17770,Ning Weichen,21,China PR,52,61,80000,2000,Right,B,C,ST,2021,6.1,165,192000,1.85,74.8
17771,G. Tolino,18,Switzerland,52,74,100000,1000,Right,B,D,GK,2019,6.1,176,245000,1.85,79.8
17772,A. McCann,18,Scotland,52,72,100000,1000,Right,B,C,CM,2019,5.10,143,275000,1.78,64.9
17773,S. Boyd,20,Republic of Ireland,52,66,110000,1000,Right,B,C,ST,2019,6.5,185,239000,1.96,83.9
17774,H. Saruta,19,Japan,52,67,90000,1000,Right,C,D,GK,2021,6.3,174,169000,1.91,78.9
17775,D. Bedoya,24,Colombia,52,58,70000,1000,Right,B,C,CAM,2021,5.7,154,119000,1.7,69.9
17776,M. Köstenbauer,16,Austria,52,74,90000,1000,Right,B,D,GK,2021,6.1,154,221000,1.85,69.9
17777,J. Diaz,17,Colombia,52,74,110000,1000,Right,B,C,CM,2021,6.1,165,259000,1.85,74.8
17778,Dong Honglin,22,China PR,52,59,70000,2000,Right,B,C,ST,2018,5.11,154,165000,1.8,69.9
17779,C. Moore,18,Scotland,52,70,100000,1000,Right,B,C,CM,2019,6.0,146,238000,1.83,66.2
17780,D. Mandroiu,19,Republic of Ireland,52,67,110000,1000,Right,B,C,CM,2019,5.11,161,239000,1.8,73.0
17781,H. Biggins,22,England,52,61,80000,1000,Right,C,C,CM,2021,5.9,150,156000,1.75,68.0
17782,K. Yakob,17,Sweden,52,70,100000,1000,Right,B,C,CM,2022,5.10,161,188000,1.78,73.0
17783,S. Opsahl,18,Norway,52,67,100000,1000,Right,B,C,CM,2021,6.2,148,188000,1.88,67.1
17784,K. Askildsen,17,Norway,52,77,110000,1000,Right,B,C,CM,2021,6.1,154,248000,1.85,69.9
17785,R. Cunningham,20,Scotland,52,66,110000,1000,Right,B,C,CM,2021,5.10,154,261000,1.78,69.9
17786,A. Weidinger,21,Germany,52,60,60000,1000,Right,C,D,GK,2019,6.6,194,105000,1.98,88.0
17787,T. Möller,19,Germany,52,68,110000,1000,Right,C,C,LM,2019,5.11,170,228000,1.8,77.1
17788,A. Al Suhaimi,21,Saudi Arabia,52,60,70000,2000,Right,C,B,RM,2021,5.9,146,130000,1.75,66.2
17789,A. Stamatelopoulos,19,Australia,52,66,110000,1000,Right,B,C,ST,2019,6.0,185,206000,1.83,83.9
17790,A. Lesiotis,18,Australia,52,69,90000,1000,Right,A,C,CDM,2019,5.7,143,169000,1.7,64.9
17791,L. Beckemeyer,18,Germany,52,68,80000,1000,Right,B,D,GK,2019,6.1,165,166000,1.85,74.8
17792,M. Nelson,23,United States,52,58,50000,1000,Right,B,D,GK,2021,6.4,181,85000,1.93,82.1
17793,M. Boe Mikkelsen,18,Denmark,52,68,100000,1000,Right,B,C,RM,2021,5.9,143,188000,1.75,64.9
17794,M. Ormazábal,19,Chile,52,64,90000,1000,Right,C,B,RW,2020,5.8,159,140000,1.73,72.1
17795,D. Parkhouse,18,Northern Ireland,52,71,100000,1000,Right,C,C,ST,2019,6.1,179,253000,1.85,81.2
17796,C. Brown,20,England,52,64,80000,4000,Left,C,C,CB,2020,6.1,168,176000,1.85,76.2
17797,C. Hauervig,19,Denmark,52,67,90000,1000,Right,C,D,GK,2020,6.4,194,173000,1.93,88.0
17798,W. Jääskeläinen,19,Finland,52,69,90000,1000,Right,C,D,GK,2021,6.0,161,214000,1.83,73.0
17799,C. Cañizales,19,Colombia,52,68,110000,1000,Right,C,C,CAM,2021,5.9,154,217000,1.75,69.9
17800,V. Vesiaho,19,Finland,52,65,80000,1000,Right,B,C,CB,2019,6.0,181,222000,1.83,82.1
17801,R. Fujimura,19,Japan,52,61,80000,1000,Right,B,C,CF,2021,5.9,150,116000,1.75,68.0
17802,S. Pryce,18,England,52,64,80000,1000,Right,B,C,ST,2019,5.11,159,156000,1.8,72.1
17803,G. Zuñiga,18,Chile,52,62,60000,1000,Right,B,C,RB,2021,5.10,154,93000,1.78,69.9
17804,T. Romboli,19,Italy,52,68,90000,1000,Right,C,D,GK,2021,6.3,176,196000,1.91,79.8
17805,S. Bohan,17,Republic of Ireland,52,67,80000,1000,Right,D,D,GK,2018,5.11,154,174000,1.8,69.9
17806,F. Gemmi,21,Italy,52,60,60000,1000,Right,B,C,CDM,2021,5.10,154,105000,1.78,69.9
17807,J. Brendieck,19,Germany,52,66,90000,1000,Right,B,D,GK,2019,6.4,194,200000,1.93,88.0
17808,A. Mahlonoko,16,South Africa,52,71,100000,1000,Right,B,C,CAM,2020,5.8,130,278000,1.73,59.0
17809,L. Simpson,23,England,52,58,50000,1000,Left,B,D,GK,2022,6.0,176,98000,1.83,79.8
17810,A. Ahl Holmström,19,Sweden,52,68,110000,1000,Right,B,C,ST,2020,6.3,181,206000,1.91,82.1
17811,E. Gumbs,20,England,52,65,90000,1000,Right,B,C,CB,2023,5.10,168,214000,1.78,76.2
17812,G. Tsitaishvili,17,Ukraine,52,72,100000,1000,Left,C,C,RM,2018,5.7,139,403000,1.7,63.0
17813,N. Corbet,23,Republic of Ireland,52,58,50000,1000,Right,D,D,GK,2018,6.1,172,88000,1.85,78.0
17814,B. Bytyqi,21,Albania,52,63,80000,1000,Left,B,C,LB,2019,5.11,154,116000,1.8,69.9
17815,Nan Xiaoheng,22,China PR,52,59,70000,3000,Right,B,C,ST,2022,5.10,176,165000,1.78,79.8
17816,M. Al Baqawi,20,Saudi Arabia,52,62,60000,1000,Right,C,D,GK,2022,5.11,157,111000,1.8,71.2
17817,A. Kappenberger,21,Denmark,52,63,70000,1000,Right,B,D,GK,2021,6.4,187,102000,1.93,84.8
17818,C. Gutiérrez,18,Chile,52,70,100000,1000,Right,C,C,ST,2021,5.6,143,198000,1.68,64.9
17819,Liang Jinhu,21,China PR,52,60,60000,2000,Right,B,C,CB,2022,6.0,176,141000,1.83,79.8
17820,Jin Qi,20,China PR,52,61,70000,1000,Right,C,C,CB,2022,5.9,148,165000,1.75,67.1
17821,N. Ziswiler,18,Switzerland,52,68,80000,1000,Right,B,D,GK,2020,6.1,168,166000,1.85,76.2
17822,Zheng Zhiming,19,China PR,52,64,80000,1000,Right,B,C,CB,2022,6.2,150,188000,1.88,68.0
17823,J. Larsen,18,Norway,52,67,100000,1000,Right,B,C,ST,2020,6.4,174,188000,1.93,78.9
17824,L. Baines,19,England,52,68,100000,1000,Left,B,C,CB,2019,6.2,172,238000,1.88,78.0
17825,O. Klitten,18,Denmark,52,68,100000,1000,Right,B,C,ST,2021,6.0,150,188000,1.83,68.0
17826,K. Yamada,18,Japan,52,63,70000,1000,Right,C,C,RB,2021,5.9,132,102000,1.75,59.9
17827,C. Walsh-O'Loghlen,19,Republic of Ireland,52,70,110000,1000,Right,B,C,LM,2018,5.10,154,239000,1.78,69.9
17828,J. Delianov,18,Australia,52,71,80000,1000,Left,B,D,GK,2019,6.2,187,150000,1.88,84.8
17829,J. Riquelme,18,Chile,52,72,90000,1000,Left,C,C,LB,2020,5.11,159,212000,1.8,72.1
