,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,pac,shot,pas,dri,deff,phy,Meter,Kilo
15379,I. Al Shuayl,23,Saudi Arabia,59,66,180000,2000,Left,B,C,LB,2020,5.6,161,333000,70,46,57,57,54,55,1.68,73.0
15380,P. Gehrmann,23,Germany,59,68,210000,1000,Right,B,C,CM,2020,6.0,179,347000,63,42,52,52,53,71,1.83,81.2
15381,T. Weiner,19,Germany,59,72,230000,1000,Right,A,D,GK,2021,6.3,183,500000,50,16,27,35,15,46,1.91,83.0
15382,O. Al Khalaf,21,Saudi Arabia,59,70,240000,3000,Right,B,C,CDM,2022,5.9,132,444000,65,42,51,63,53,62,1.75,59.9
15383,V. Kušej,18,Czech Republic,59,77,325000,2000,Left,B,C,CF,2022,5.6,143,723000,73,56,49,64,23,45,1.68,64.9
15384,F. Manzo,19,Chile,59,68,230000,1000,Right,B,C,CAM,2019,5.9,146,357000,67,47,53,61,36,54,1.75,66.2
15386,A. Sissoko,21,France,59,69,220000,1000,Right,C,C,RB,2019,5.10,150,429000,64,31,44,57,56,54,1.78,68.0
15387,D. Olsson,21,Sweden,59,69,190000,1000,Right,C,D,GK,2021,6.6,207,276000,47,19,22,38,14,43,1.98,93.9
15388,P. McClean,21,Republic of Ireland,59,71,250000,1000,Left,B,C,CB,2019,6.1,161,438000,63,47,38,51,55,73,1.85,73.0
15389,D. Horkaš,19,Croatia,59,69,190000,1000,Right,C,D,GK,2020,6.2,170,456000,23,13,24,28,12,37,1.88,77.1
15390,T. Enomoto,35,Japan,59,59,40000,1000,Right,C,D,GK,2021,5.11,168,52000,23,9,16,31,10,35,1.8,76.2
15391,S. Sidler,19,Switzerland,59,72,260000,1000,Right,A,C,LB,2019,6.1,159,540000,65,43,49,56,57,59,1.85,72.1
15392,C. Kühlwetter,22,Germany,59,67,230000,1000,Right,B,C,LM,2021,5.11,165,380000,65,61,47,58,32,64,1.8,74.8
15395,E. Robson,21,England,59,70,260000,2000,Left,B,C,CM,2020,5.10,161,507000,63,55,59,60,53,56,1.78,73.0
15396,Moon Jeong In,20,Korea Republic,59,70,210000,1000,Right,C,D,GK,2018,6.4,176,305000,25,9,20,33,11,41,1.93,79.8
15397,Gao Jiarun,23,China PR,59,65,180000,2000,Right,B,C,CM,2020,6.0,161,423000,73,43,44,60,54,67,1.83,73.0
15398,D. Pender,33,Republic of Ireland,59,59,60000,1000,Right,B,C,RB,2019,5.10,165,93000,47,51,50,58,58,69,1.78,74.8
15399,A. Gamboa,19,Costa Rica,59,72,260000,1000,Left,B,C,CB,2022,6.3,187,540000,59,28,39,49,55,66,1.91,84.8
15400,E. Henschel,21,Germany,59,69,250000,1000,Right,B,C,RM,2020,6.1,172,413000,72,42,48,54,55,67,1.85,78.0
15401,J. Abbel,19,Netherlands,59,70,220000,1000,Left,C,C,LB,2019,5.11,165,363000,64,32,40,53,58,60,1.8,74.8
15403,Han Seung Wook,22,Korea Republic,59,68,240000,1000,Right,B,C,CAM,2021,5.9,154,348000,66,49,53,59,43,65,1.75,69.9
15404,K. Eek,30,Norway,59,59,120000,1000,Right,B,C,CB,2018,6.2,183,150000,55,30,29,48,55,67,1.88,83.0
15405,C. Manley,22,United States,59,69,220000,1000,Right,B,C,RB,2018,5.11,170,374000,71,45,50,57,55,63,1.8,77.1
15406,J. Peñaloza,18,Colombia,59,77,325000,2000,Right,A,C,RW,2023,5.8,141,918000,67,55,48,63,28,45,1.73,64.0
15407,D. Martinović,21,Croatia,59,67,230000,1000,Right,B,C,ST,2019,5.10,170,380000,77,51,35,61,23,56,1.78,77.1
15408,T. Müsel,18,Germany,59,76,325000,2000,Right,B,C,ST,2020,6.1,168,756000,70,53,52,57,30,50,1.85,76.2
15409,E. Coronel,21,Argentina,59,67,200000,2000,Right,B,C,RB,2021,5.9,161,340000,56,32,35,53,62,61,1.75,73.0
15410,W. Ditta,21,Colombia,59,68,210000,1000,Right,B,C,CB,2021,5.11,176,336000,57,26,35,52,55,67,1.8,79.8
15411,J. Andersson,23,Sweden,59,68,200000,1000,Right,B,C,RB,2021,5.9,146,290000,78,37,47,59,51,65,1.75,66.2
15413,R. Sykes,19,England,59,72,260000,1000,Right,C,C,CB,2020,6.5,161,618000,61,30,32,49,57,67,1.96,73.0
15414,P. Kucharczyk,21,Poland,59,62,170000,1000,Right,B,C,CB,2020,6.1,172,242000,60,29,38,50,58,64,1.85,78.0
15415,P. Bucha,20,Czech Republic,59,68,240000,1000,Right,B,C,CM,2022,5.8,154,576000,68,45,53,61,44,47,1.73,69.9
15416,J. Wrąbel,22,Poland,59,69,190000,1000,Right,C,D,GK,2019,6.4,192,295000,45,16,19,36,17,41,1.93,87.1
15417,K. Colvey,24,New Zealand,59,63,170000,1000,Left,B,C,LB,2021,5.10,161,259000,68,44,48,54,56,66,1.78,73.0
15418,O. Al Sunain,23,Saudi Arabia,59,66,180000,3000,Right,B,C,RB,2023,5.7,157,333000,92,30,38,58,52,64,1.7,71.2
15419,B. Wilmot,18,England,59,79,290000,3000,Right,B,C,CB,2023,6.2,176,841000,50,32,34,41,57,66,1.88,79.8
15420,S. Kelly,24,England,59,62,200000,1000,Left,B,B,LM,2022,6.0,172,365000,77,49,54,59,34,46,1.83,78.0
15421,M. Bachini,23,Italy,59,70,230000,1000,Right,B,C,CB,2023,6.2,181,403000,32,22,26,44,60,63,1.88,82.1
15422,Iván Jaime,17,Spain,59,74,300000,1000,Right,B,C,CM,2019,5.11,159,668000,63,54,58,59,44,50,1.8,72.1
15423,R. Armand,31,France,59,59,140000,1000,Right,C,C,LW,2019,6.0,161,245000,64,58,47,62,26,73,1.83,73.0
15424,C. Dunn,30,England,59,59,100000,1000,Left,C,D,GK,2019,6.4,174,175000,47,12,19,33,14,41,1.93,78.9
15425,Oh Inpyo,21,Korea Republic,59,67,230000,1000,Right,B,C,CAM,2019,5.10,139,380000,70,49,53,61,32,48,1.78,63.0
15426,M. Tyler,41,England,59,59,10000,1000,Right,B,D,GK,2019,6.0,183,18000,31,14,22,40,19,44,1.83,83.0
15427,R. Ariza,20,Colombia,59,65,220000,1000,Left,B,C,LM,2023,5.7,141,341000,72,42,53,62,34,64,1.7,64.0
15428,B. Murphy,33,Republic of Ireland,59,59,80000,1000,Right,C,D,GK,2018,5.10,181,124000,35,16,32,46,15,46,1.78,82.1
15429,N. Tenaglia,22,Argentina,59,69,220000,2000,Right,C,C,RB,2019,6.0,157,374000,60,35,44,56,57,57,1.83,71.2
15430,J. Meier,18,Germany,59,75,290000,3000,Left,B,C,LB,2021,5.10,172,660000,61,40,44,53,59,62,1.78,78.0
15431,B. Goller,19,Germany,59,75,325000,2000,Right,B,B,RW,2019,5.11,143,756000,66,63,52,58,38,42,1.8,64.9
15432,N. Yamada,27,Japan,59,59,160000,2000,Right,B,B,CM,2022,5.6,146,208000,77,48,50,69,42,65,1.68,66.2
15433,P. Arredondo,23,Chile,59,66,190000,1000,Left,A,C,CB,2020,6.0,172,295000,62,29,27,38,59,67,1.83,78.0
15435,K. Taylor,18,England,59,72,280000,4000,Right,B,B,CAM,2020,5.10,154,707000,66,50,58,62,39,49,1.78,69.9
15436,F. Hollinger-Janzen,24,Benin,59,65,220000,1000,Right,B,C,ST,2018,6.0,174,363000,51,56,39,57,26,62,1.83,78.9
15437,M. Baghdadi,21,Germany,59,67,230000,1000,Left,B,C,LM,2019,5.10,163,449000,68,40,50,60,43,58,1.78,73.9
15438,O. Sterling-James,24,St Kitts Nevis,59,62,200000,3000,Right,C,B,ST,2019,5.10,141,365000,83,56,50,60,35,55,1.78,64.0
15439,Yang Ting,25,China PR,59,62,160000,2000,Right,C,C,RB,2020,6.0,159,356000,67,37,36,54,60,69,1.83,72.1
15440,K. Kaïboue,19,France,59,71,240000,1000,Left,B,C,CDM,2021,6.0,143,528000,58,41,50,56,60,55,1.83,64.9
15441,V. Burgoa,17,Argentina,59,74,300000,1000,Left,C,C,LCM,2020,5.9,150,623000,65,53,50,60,55,56,1.75,68.0
15442,Pol Moreno,24,Spain,59,67,200000,1000,Right,C,C,CB,2020,6.4,176,290000,58,28,43,42,58,59,1.93,79.8
15443,M. Blakstad,24,Norway,59,66,220000,1000,Right,B,C,CM,2020,6.4,183,319000,58,52,53,54,54,52,1.93,83.0
15444,S. Tigges,19,Germany,59,69,240000,1000,Left,S,C,RM,2019,6.5,181,396000,65,56,49,47,39,69,1.96,82.1
15445,S. Abdullah,29,Saudi Arabia,59,59,120000,3000,Right,C,C,CB,2021,5.10,154,198000,69,30,42,56,55,66,1.78,69.9
15446,A. Lewis,20,Wales,59,76,300000,3000,Right,C,C,LB,2019,6.0,187,758000,67,39,40,52,57,66,1.83,84.8
15447,C. Kablan,23,Switzerland,59,65,180000,2000,Right,A,C,LB,2021,5.9,152,297000,66,45,52,58,58,57,1.75,68.9
15448,O. Bertel,21,Colombia,59,67,200000,1000,Left,C,C,LB,2021,5.9,141,320000,74,32,40,61,51,61,1.75,64.0
15449,J. Bridge,22,England,59,67,230000,2000,Right,A,C,LM,2019,5.10,161,449000,72,49,53,60,38,49,1.78,73.0
15450,Song Wenjie,27,China PR,59,59,160000,2000,Right,B,C,RM,2021,6.1,163,344000,71,54,47,58,33,58,1.85,73.9
15451,H. Konaté,23,Ivory Coast,59,63,140000,1000,Right,C,D,GK,2020,6.0,170,256000,53,18,22,44,14,42,1.83,77.1
15452,L. Zigi,21,Ghana,59,69,190000,1000,Right,B,D,GK,2020,6.2,183,371000,39,18,22,37,18,45,1.88,83.0
15453,Raúl Sánchez,20,Spain,59,70,270000,3000,Left,B,C,LM,2021,6.2,163,621000,64,57,55,54,33,44,1.88,73.9
15454,A. Önal,22,Turkey,59,68,240000,3000,Right,B,C,ST,2023,5.11,157,528000,55,58,41,57,26,50,1.8,71.2
15455,A. Casco,21,Argentina,59,66,220000,2000,Right,C,C,LM,2021,5.8,159,374000,67,51,53,56,33,49,1.73,72.1
15456,L. Forte,23,Italy,59,65,220000,1000,Right,B,C,ST,2020,5.9,141,385000,79,52,44,61,20,59,1.75,64.0
15457,D. Cawley,26,Republic of Ireland,59,60,180000,1000,Right,B,C,LCM,2020,5.10,168,293000,59,51,56,60,55,67,1.78,76.2
15458,Che Shiwei,21,China PR,59,70,270000,2000,Left,B,C,RM,2019,6.0,161,635000,70,48,55,59,43,60,1.83,73.0
15460,F. Bjørkan,19,Norway,59,67,190000,1000,Left,C,C,LB,2020,5.9,165,276000,71,45,45,58,55,60,1.75,74.8
15461,J. Córdova,23,Canada,59,68,200000,1000,Right,A,C,RB,2018,5.5,150,310000,72,39,49,62,54,55,1.65,68.0
15462,T. Marsh,24,England,59,63,200000,2000,Right,C,C,LW,2020,5.11,176,365000,83,56,44,59,34,59,1.8,79.8
15463,L. Merolla,23,Argentina,59,64,180000,2000,Left,C,C,CB,2020,6.4,187,284000,39,26,30,40,59,54,1.93,84.8
15464,V. Wojtkowiak,21,France,59,71,250000,1000,Right,B,C,CB,2020,6.0,159,488000,60,35,47,51,57,63,1.83,72.1
15465,G. Verón,17,Argentina,59,79,300000,1000,Right,B,C,ST,2021,6.0,181,735000,55,56,41,54,39,59,1.83,82.1
15466,R. Meraz,18,Mexico,59,71,230000,1000,Right,C,C,CDM,2018,5.10,172,437000,36,48,52,54,58,53,1.78,78.0
15467,Ou Ya,32,China PR,59,59,90000,2000,Right,B,D,GK,2018,6.4,187,194000,50,22,42,46,19,48,1.93,84.8
15468,T. Miyazaki,31,Japan,59,59,140000,1000,Left,A,C,LM,2021,5.7,150,175000,60,40,58,66,59,64,1.7,68.0
15469,J. Al Shammari,26,Saudi Arabia,59,61,180000,3000,Right,B,C,LDM,2019,6.0,176,311000,53,47,50,55,55,68,1.83,79.8
15470,C. Wood,21,England,59,70,230000,1000,Left,C,C,LB,2021,5.10,172,449000,70,37,43,59,56,64,1.78,78.0
15471,F. Pintos,25,Uruguay,59,62,160000,1000,Right,B,C,CDM,2023,5.11,163,228000,69,45,52,60,55,63,1.8,73.9
15472,Maikel Santana,26,Spain,59,60,150000,1000,Left,B,C,LB,2019,6.4,196,229000,46,44,52,48,60,59,1.93,88.9
15474,J. Gies,23,Germany,59,64,150000,1000,Right,C,D,GK,2019,6.2,174,229000,24,10,17,29,11,40,1.88,78.9
15475,I. Arai,24,Japan,59,64,180000,1000,Right,B,C,CB,2021,6.1,165,239000,66,25,25,41,60,63,1.85,74.8
15476,A. Kecskés,22,Hungary,59,67,200000,1000,Right,B,C,CB,2020,6.3,165,330000,55,34,35,45,58,64,1.91,74.8
15477,Li Benjian,32,China PR,59,59,120000,2000,Left,B,C,LM,2019,5.10,161,258000,55,55,52,58,51,64,1.78,73.0
15478,Cha Yeong Hwan,27,Korea Republic,59,61,150000,1000,Right,C,C,LCB,2021,6.0,172,199000,62,27,38,48,59,57,1.83,78.0
15479,M. Sawa,35,Japan,59,59,70000,1000,Right,B,C,ST,2021,5.8,154,88000,55,60,42,57,30,60,1.73,69.9
15480,Sergio Gónzalez,21,Spain,59,66,190000,1000,Right,B,C,CB,2019,6.0,170,342000,58,32,34,45,62,56,1.83,77.1
15481,W. Burger,17,Netherlands,59,79,300000,1000,Left,A,B,CM,2020,6.3,161,720000,67,49,53,57,53,64,1.91,73.0
15482,A. Hernández,20,Mexico,59,71,280000,3000,Left,B,C,ST,2021,6.0,179,532000,60,57,47,57,33,55,1.83,81.2
15483,A. Hadzic,19,Norway,59,73,325000,1000,Left,B,C,CM,2020,6.0,165,609000,67,51,53,57,55,72,1.83,74.8
15484,O. Ashoor,28,Saudi Arabia,59,59,120000,3000,Right,A,C,RB,2023,5.7,165,198000,70,30,42,55,55,66,1.7,74.8
15485,E. Sonupé,22,England,59,66,220000,2000,Right,B,C,RM,2019,5.11,154,429000,73,49,50,58,44,56,1.8,69.9
15486,Alberto González,21,Spain,59,67,170000,1000,Right,B,D,GK,2019,5.11,165,298000,27,12,21,30,11,36,1.8,74.8
15487,W. Patching,19,England,59,73,325000,1000,Right,B,C,CM,2020,6.1,154,772000,66,48,62,60,37,55,1.85,69.9
15488,M. Kremer,28,Germany,59,59,160000,1000,Right,A,C,RM,2019,5.9,152,232000,76,60,54,61,27,55,1.75,68.9
15489,J. Vergara Berrio,19,Netherlands,59,71,270000,1000,Right,C,C,CM,2019,5.10,152,446000,67,50,57,62,43,53,1.78,68.9
15490,D. Wright,20,England,59,71,280000,2000,Right,B,B,CM,2019,5.10,152,546000,73,46,50,63,49,59,1.78,68.9
15491,E. Louro,22,United States,59,67,170000,1000,Right,C,D,GK,2018,6.3,225,289000,35,15,21,32,15,45,1.91,102.1
15492,K. Alexandersson,25,Sweden,59,61,190000,1000,Right,B,C,ST,2021,6.4,187,252000,56,55,34,48,26,64,1.93,84.8
15493,N. Konstandopoulos,22,Australia,59,67,230000,1000,Right,B,B,CM,2020,5.10,168,334000,55,40,47,61,48,54,1.78,76.2
15494,S. Seferings,22,Germany,59,63,200000,1000,Right,A,C,CAM,2019,6.1,179,305000,65,53,54,58,38,56,1.85,81.2
15495,C. Estrada,21,Mexico,59,73,280000,4000,Right,B,D,GK,2021,6.0,165,651000,27,11,24,37,13,43,1.83,74.8
15496,I. El Kabbou,18,Morocco,59,78,325000,1000,Left,C,C,ST,2019,5.9,148,707000,63,59,50,60,26,49,1.75,67.1
15498,Cui Peng,31,China PR,59,59,100000,3000,Right,B,C,CDM,2018,5.10,179,215000,46,50,57,56,53,65,1.78,81.2
15499,Zhang Wei,25,China PR,59,63,170000,2000,Left,B,C,LB,2020,5.9,161,387000,70,30,43,57,54,66,1.75,73.0
15500,F. López,20,Argentina,59,76,350000,2000,Right,B,C,RW,2020,5.7,154,726000,79,54,43,63,33,47,1.7,69.9
15501,T. van den Belt,17,Netherlands,59,74,300000,1000,Right,B,B,CM,2021,5.9,148,623000,61,44,56,54,56,49,1.75,67.1
15502,Tan Wangsong,32,China PR,59,59,90000,2000,Right,A,C,RB,2019,5.11,154,194000,47,53,55,60,58,73,1.8,69.9
15503,D. Rosin,22,Germany,59,71,280000,1000,Right,B,B,LM,2019,6.0,161,462000,66,44,51,61,48,64,1.83,73.0
15504,M. Lund,22,Denmark,59,66,190000,2000,Right,B,C,CB,2021,6.0,192,276000,59,37,44,49,59,61,1.83,87.1
15505,M. Busi,18,Belgium,59,72,250000,1000,Right,B,C,CB,2019,5.11,165,531000,66,29,38,46,58,63,1.8,74.8
15506,D. Blazevic,25,Sweden,59,65,150000,1000,Right,C,D,GK,2019,6.3,194,218000,26,18,16,43,11,47,1.91,88.0
15507,D. Chambost,20,France,59,67,230000,3000,Left,C,B,CAM,2020,5.9,150,483000,66,51,58,60,40,45,1.75,68.0
15508,S. Shearer,37,Scotland,59,59,10000,1000,Left,B,D,GK,2019,6.3,196,18000,37,16,22,37,14,46,1.91,88.9
15509,M. Steeves,23,United States,59,66,220000,1000,Right,B,C,ST,2021,6.4,207,374000,58,52,39,52,37,64,1.93,93.9
15510,A. Ceylan,20,Germany,59,70,270000,1000,Right,A,B,LM,2019,5.7,143,446000,74,42,45,68,28,52,1.7,64.9
15511,Samu Pérez,21,Spain,59,68,180000,1000,Right,B,D,GK,2020,5.11,165,432000,24,12,19,28,12,41,1.8,74.8
15512,R. Williams,27,England,59,59,160000,2000,Right,B,C,CM,2019,5.7,165,280000,65,58,62,62,38,61,1.7,74.8
15513,D. Shiels,33,Northern Ireland,59,59,90000,1000,Right,B,C,LCM,2019,5.11,146,140000,69,54,51,64,43,49,1.8,66.2
15514,N. Okafor,18,Switzerland,59,79,325000,2000,Left,B,B,LM,2020,6.1,187,813000,77,55,49,59,33,63,1.85,84.8
15515,S. Briñone,21,Argentina,59,68,210000,2000,Right,B,C,CDM,2021,6.3,181,347000,58,41,47,53,57,63,1.91,82.1
15516,N. Maeda,23,Japan,59,65,210000,1000,Left,B,C,RM,2019,5.9,146,305000,70,57,50,56,21,53,1.75,66.2
15517,O. Ökke,22,Turkey,59,68,240000,2000,Right,B,B,CM,2019,5.7,132,528000,66,52,59,66,42,43,1.7,59.9
15519,E. Lara,18,Mexico,59,75,290000,2000,Left,B,C,LB,2021,5.9,139,674000,66,38,49,58,56,56,1.75,63.0
15520,E. Salles,24,France,59,66,160000,1000,Right,C,D,GK,2019,6.2,172,312000,25,17,20,29,14,40,1.88,78.0
15521,N. Ofoborh,18,Nigeria,59,75,290000,3000,Right,B,C,CDM,2020,6.0,170,732000,60,45,49,54,58,62,1.83,77.1
15522,J. Sotirio,22,Australia,59,66,220000,2000,Right,B,C,RW,2019,5.9,157,319000,85,47,48,64,33,59,1.75,71.2
15523,A. Didic,23,Canada,59,68,210000,1000,Right,C,C,CB,2018,6.4,194,357000,51,28,32,41,56,66,1.93,88.0
15524,L. Kryger,35,Denmark,59,59,70000,1000,Right,B,C,RM,2018,6.2,165,88000,49,57,57,61,44,62,1.88,74.8
15525,R. Willmott,28,England,59,59,160000,2000,Right,A,C,CAM,2019,5.9,170,280000,83,52,54,64,48,55,1.75,77.1
15526,B. McGrath,27,Australia,59,59,170000,2000,Right,B,C,ST,2019,6.0,176,213000,67,57,46,57,26,67,1.83,79.8
15527,B. Provoste,18,Chile,59,79,325000,1000,Right,A,C,CAM,2020,5.10,150,780000,70,49,56,61,30,51,1.78,68.0
15528,F. Brorsson,21,Sweden,59,69,260000,1000,Right,B,C,LS,2018,5.11,174,377000,62,52,50,57,37,68,1.8,78.9
15529,Zhang Yi,24,China PR,59,64,200000,2000,Left,B,C,CM,2020,5.11,148,455000,67,47,48,61,50,60,1.8,67.1
15530,P. Mullin,23,England,59,64,210000,2000,Right,C,C,LS,2023,5.10,157,383000,61,56,47,58,33,54,1.78,71.2
15531,T. Hadler,21,England,59,64,150000,1000,Right,C,D,GK,2019,6.5,174,274000,46,18,17,33,13,40,1.96,78.9
15532,R. Goteni,22,Congo,59,64,180000,1000,Right,C,C,CDM,2019,6.2,185,338000,60,43,47,55,54,64,1.88,83.9
15533,A. Ikedi,19,Nigeria,59,72,260000,1000,Right,B,C,CDM,2020,6.6,176,488000,66,44,47,52,55,70,1.98,79.8
15534,A. Najem,23,Afghanistan,59,66,220000,1000,Right,B,C,CAM,2021,5.8,150,374000,62,55,55,60,33,57,1.73,68.0
15535,M. Ortíz,24,Argentina,59,63,170000,2000,Right,C,C,CB,2019,6.1,163,268000,61,27,36,51,55,65,1.85,73.9
15536,J. Díaz Price,19,Mexico,59,70,260000,2000,Right,B,C,LM,2021,5.9,143,494000,67,56,52,57,41,44,1.75,64.9
15537,S. Duggan,29,Republic of Ireland,59,59,150000,1000,Left,C,C,CM,2019,5.7,154,233000,58,55,58,60,50,70,1.7,69.9
15538,M. Šarkić,20,Montenegro,59,67,170000,1000,Right,C,D,GK,2020,6.4,161,357000,36,16,18,30,13,31,1.93,73.0
15539,P. Sussek,18,Germany,59,75,325000,2000,Right,B,B,CAM,2021,5.9,150,723000,71,48,49,63,26,46,1.75,68.0
15540,K. Pytlik,20,Poland,59,66,190000,1000,Right,B,C,CB,2019,6.0,185,314000,62,27,27,46,58,62,1.83,83.9
15541,N. Alioui,19,France,59,72,290000,1000,Right,A,C,LM,2019,5.10,163,602000,71,55,51,60,26,52,1.78,73.9
15542,A. Racioppi,19,Switzerland,59,76,280000,2000,Right,C,D,GK,2021,6.1,176,707000,29,10,18,32,11,32,1.85,79.8
15543,Kim Yeong Bin,26,Korea Republic,59,62,160000,1000,Right,B,C,LB,2023,5.11,163,212000,55,30,29,48,58,67,1.8,73.9
15544,M. Hamrol,24,Germany,59,65,160000,1000,Left,B,D,GK,2019,6.5,198,248000,25,10,16,25,10,35,1.96,89.8
15545,J. Cataldi,19,Argentina,59,75,325000,1000,Right,B,C,RM,2021,5.8,146,691000,71,57,55,58,32,43,1.73,66.2
15546,S. Kaya,22,Turkey,59,68,240000,3000,Right,B,C,ST,2021,5.10,159,528000,67,58,40,59,27,51,1.78,72.1
15547,C. Veerachat,22,Thailand,59,63,200000,1000,Right,B,C,CM,2019,5.7,139,265000,63,52,60,62,39,44,1.7,63.0
15548,R. Rösch,19,Germany,59,72,290000,2000,Right,B,C,CAM,2021,5.11,165,674000,61,55,47,57,36,51,1.8,74.8
15549,D. Clarke,25,Republic of Ireland,59,61,190000,1000,Right,B,C,LM,2019,5.10,179,309000,84,50,47,59,31,59,1.78,81.2
15551,Myeong Joon Jae,23,Korea Republic,59,63,200000,2000,Right,B,C,CAM,2021,5.9,163,275000,56,47,50,61,36,45,1.75,73.9
15552,A. Romero,20,United States,59,74,280000,2000,Right,B,D,GK,2021,6.2,192,651000,51,18,16,35,13,44,1.88,87.1
15553,M. Segbers,22,United States,59,68,200000,1000,Right,B,C,RB,2019,5.9,159,330000,78,46,47,58,51,63,1.75,72.1
15554,A. Çelebi,19,Turkey,59,73,300000,2000,Right,C,C,CB,2020,6.5,172,758000,60,33,31,39,60,61,1.96,78.0
15555,F. Arhin,19,Ghana,59,71,270000,1000,Left,B,B,CAM,2021,5.5,143,392000,72,46,54,69,32,46,1.65,64.9
15556,E. Opoku,20,Ghana,59,69,250000,1000,Right,B,B,RM,2021,5.7,141,425000,86,58,41,63,26,52,1.7,64.0
15557,J. Kirkpatrick,26,Scotland,59,61,190000,1000,Right,A,C,CAM,2019,5.10,161,347000,62,56,58,53,25,48,1.78,73.0
15558,T. Wiesner,21,Germany,59,69,190000,2000,Right,B,D,GK,2020,6.4,192,380000,35,15,19,31,15,43,1.93,87.1
15559,E. Steen,24,Norway,59,65,180000,1000,Right,C,C,CB,2019,5.11,163,261000,58,36,38,47,58,64,1.8,73.9
15561,K. Ødemarksbakken,22,Norway,59,67,230000,1000,Right,B,C,LM,2021,5.11,159,334000,71,50,51,58,42,55,1.8,72.1
15562,F. Serraiocco,24,Italy,59,63,140000,1000,Right,C,D,GK,2023,6.3,183,228000,42,19,21,41,18,50,1.91,83.0
15563,H. Sarpei,19,Ghana,59,71,240000,2000,Right,B,C,CDM,2019,5.10,159,456000,60,36,47,60,54,61,1.78,72.1
15564,N. Sandberg,23,Norway,59,66,220000,1000,Left,B,C,CM,2020,5.11,143,319000,70,49,56,58,52,58,1.8,64.9
15565,I. Aliseda,18,Argentina,59,75,325000,1000,Right,B,C,LM,2021,5.7,152,691000,66,50,50,58,37,49,1.7,68.9
15566,F. Dahmen,20,Germany,59,71,220000,2000,Right,B,D,GK,2020,6.1,176,440000,42,9,16,31,12,36,1.85,79.8
15567,K. Irep,22,France,59,67,190000,1000,Left,B,C,LB,2022,6.0,176,371000,66,34,37,52,57,60,1.83,79.8
15568,M. Flynn,37,Wales,59,59,50000,1000,Right,A,C,CM,2023,5.11,187,88000,36,56,57,54,53,61,1.8,84.8
15569,B. Mugabi,23,Uganda,59,64,170000,1000,Right,B,C,RB,2019,6.2,165,310000,66,35,38,49,58,72,1.88,74.8
15570,P. Menzel,19,Germany,59,75,280000,1000,Right,B,D,GK,2021,6.4,185,651000,16,11,18,26,11,39,1.93,83.9
15571,D. Fontani,21,France,59,65,180000,1000,Right,C,C,CB,2020,6.3,181,351000,32,28,36,35,56,67,1.91,82.1
15572,A. Nava,18,Mexico,59,76,325000,2000,Right,B,C,CM,2021,5.7,139,756000,65,51,57,65,45,47,1.7,63.0
15573,G. Della Bernardina,19,Italy,59,74,300000,1000,Right,B,C,CB,2021,6.2,176,653000,61,34,37,49,58,60,1.88,79.8
15574,E. Alvarado,20,United States,59,69,250000,2000,Left,B,C,CM,2021,5.11,157,475000,57,41,54,58,55,58,1.8,71.2
15575,A. McGowan,21,England,59,69,220000,1000,Right,B,C,RB,2019,5.11,176,429000,70,30,41,61,55,66,1.8,79.8
15576,S. Joss,23,Switzerland,59,66,180000,2000,Right,B,C,LB,2020,5.10,150,297000,78,32,38,56,52,60,1.78,68.0
15577,João Virgínia,18,Portugal,59,76,260000,2000,Right,B,D,GK,2021,6.3,176,657000,50,11,17,27,9,34,1.91,79.8
15578,N. Lüchinger,23,Switzerland,59,66,180000,2000,Right,A,C,RB,2019,5.9,152,297000,73,32,42,64,52,66,1.75,68.9
15579,Y. Mabella,22,France,59,68,240000,1000,Right,C,C,ST,2019,6.0,172,468000,69,56,39,57,25,60,1.83,78.0
15582,N. Nasseri,21,England,59,65,220000,1000,Right,B,B,CAM,2019,5.9,141,429000,86,43,52,60,40,50,1.75,64.0
15583,C. Elva,21,Canada,59,64,210000,1000,Right,B,B,RW,2019,5.10,159,320000,80,49,46,61,27,55,1.78,72.1
15584,V. Stenzel,21,Germany,59,65,220000,1000,Left,C,C,RM,2018,5.11,172,363000,85,46,49,62,27,56,1.8,78.0
15585,I. Al Talhi,23,Saudi Arabia,59,64,210000,4000,Left,B,C,LM,2020,5.5,117,362000,72,47,51,60,44,53,1.65,53.1
15586,A. Mumin,20,Ghana,59,70,240000,2000,Right,B,C,CB,2021,6.1,165,348000,63,29,31,52,56,64,1.85,74.8
15587,Paulo Alves,20,Portugal,59,70,260000,6000,Right,B,B,CM,2020,5.9,159,546000,58,52,57,64,44,52,1.75,72.1
15588,Y. Armougom,20,France,59,73,300000,2000,Left,C,C,LB,2021,5.8,157,788000,70,35,39,56,58,55,1.73,71.2
15589,T. Kucz,18,Poland,59,75,260000,2000,Right,B,D,GK,2019,6.0,183,605000,25,11,17,27,12,37,1.83,83.0
15590,S. Sy,19,France,59,71,240000,1000,Left,C,C,LB,2021,5.9,152,528000,64,35,46,56,56,57,1.75,68.9
15591,M. McKee,19,Northern Ireland,59,71,270000,1000,Right,B,C,CM,2020,5.10,161,527000,60,48,46,60,35,65,1.78,73.0
15592,Cui Yongzhe,31,China PR,59,59,100000,2000,Right,B,C,RB,2020,5.9,148,215000,67,49,51,63,54,68,1.75,67.1
